uniprot	cluster_id	representative
Q2JQ51	CLS005246	Q8DC78
Q2JWR1	CLS005246	Q8DC78
Q31XR8	CLS005246	Q8DC78
Q3AF13	CLS005246	Q8DC78
Q48TU0	CLS005246	Q8DC78
Q49Y26	CLS005246	Q8DC78
Q4FNH3	CLS005246	Q8DC78
Q4L6T4	CLS005246	Q8DC78
Q4QPM8	CLS005246	Q8DC78
Q57LC8	CLS005246	Q8DC78
Q5FJP6	CLS005246	Q8DC78
Q5L659	CLS005246	Q8DC78
Q5M008	CLS005246	Q8DC78
Q5M4M2	CLS005246	Q8DC78
Q5NLP5	CLS005246	Q8DC78
Q5PNC0	CLS005246	Q8DC78
Q5R104	CLS005246	Q8DC78
Q5XCD2	CLS005246	Q8DC78
Q65H50	CLS005246	Q8DC78
Q6HDK2	CLS005246	Q8DC78
Q6KHP1	CLS005246	Q8DC78
Q6LMS0	CLS005246	Q8DC78
Q730L6	CLS005246	Q8DC78
Q7MHN6	CLS005246	Q8DC78
Q7V2Q1	CLS005246	Q8DC78
Q7VL73	CLS005246	Q8DC78
Q823H7	CLS005246	Q8DC78
Q87LN7	CLS005246	Q8DC78
Q8CP13	CLS005246	Q8DC78
Q8CXD0	CLS005246	Q8DC78
Q8DC78	CLS005246	Q8DC78
Q8NWA7	CLS005246	Q8DC78
Q8YU48	CLS005246	Q8DC78
Q8ZD74	CLS005246	Q8DC78
Q92BN4	CLS005246	Q8DC78
Q98QW3	CLS005246	Q8DC78
Q99ZV8	CLS005246	Q8DC78
Q9KD76	CLS005246	Q8DC78
Q9KPB0	CLS005246	Q8DC78
Q9PQG7	CLS005246	Q8DC78
Q9ZHZ8	CLS005246	Q8DC78
Q5HTR3	CLS005247	Q9PN94
Q65KT8	CLS005247	Q9PN94
Q9PN94	CLS005247	Q9PN94
Q5L263	CLS005248	Q65LJ9
Q65LJ9	CLS005248	Q65LJ9
Q65MD5	CLS005249	Q65MD5
Q65SI5	CLS005250	Q65SI5
Q7VLX8	CLS005250	Q65SI5
Q9CP74	CLS005250	Q65SI5
Q1C373	CLS005251	Q87SK0
Q1CMD5	CLS005251	Q87SK0
Q31WY2	CLS005251	Q87SK0
Q5QY18	CLS005251	Q87SK0
Q65T25	CLS005251	Q87SK0
Q6D163	CLS005251	Q87SK0
Q7UBI7	CLS005251	Q87SK0
Q7VKZ4	CLS005251	Q87SK0
Q87SK0	CLS005251	Q87SK0
Q8ZI61	CLS005251	Q87SK0
Q8ZLY6	CLS005251	Q87SK0
Q9FD13	CLS005251	Q87SK0
Q65XK0	CLS005252	Q65XK0
Q65XL5	CLS005253	Q65XL5
Q65XX2	CLS005254	Q65XX2
Q65ZX2	CLS005255	Q65ZX2
Q660E3	CLS005256	Q660E3
Q3JC02	CLS005257	Q3JC02
Q660F3	CLS005257	Q3JC02
Q660S8	CLS005258	Q660S8
Q662E4	CLS005259	Q662E4
Q662G3	CLS005260	Q662G3
Q662R8	CLS005261	Q662R8
Q73M28	CLS005261	Q662R8
Q9PK85	CLS005261	Q662R8
Q9Z993	CLS005261	Q662R8
Q662S4	CLS005262	Q662S4
Q1CAN8	CLS005263	Q87MD6
Q1RG23	CLS005263	Q87MD6
Q2NRK5	CLS005263	Q87MD6
Q325X3	CLS005263	Q87MD6
Q485H4	CLS005263	Q87MD6
Q57T41	CLS005263	Q87MD6
Q5PD56	CLS005263	Q87MD6
Q667I7	CLS005263	Q87MD6
Q83MD4	CLS005263	Q87MD6
Q87MD6	CLS005263	Q87MD6
Q8CY19	CLS005263	Q87MD6
Q8Z9A7	CLS005263	Q87MD6
Q8ZH68	CLS005263	Q87MD6
Q1GUM2	CLS005264	Q9HXH0
Q2P7G5	CLS005264	Q9HXH0
Q31TK0	CLS005264	Q9HXH0
Q3BP98	CLS005264	Q9HXH0
Q3YU91	CLS005264	Q9HXH0
Q4KHT9	CLS005264	Q9HXH0
Q4QKA4	CLS005264	Q9HXH0
Q57GC5	CLS005264	Q9HXH0
Q5QY15	CLS005264	Q9HXH0
Q66F11	CLS005264	Q9HXH0
Q7MZ25	CLS005264	Q9HXH0
Q7VN93	CLS005264	Q9HXH0
Q82X51	CLS005264	Q9HXH0
Q83IM5	CLS005264	Q9HXH0
Q8EBS5	CLS005264	Q9HXH0
Q8ZBH1	CLS005264	Q9HXH0
Q9CMK5	CLS005264	Q9HXH0
Q9HXH0	CLS005264	Q9HXH0
Q66GI4	CLS005265	Q66GI4
Q66GN3	CLS005266	Q66GN3
Q66GN9	CLS005267	Q66GN9
Q66GQ2	CLS005268	Q66GQ2
Q66H20	CLS005269	Q66H20
Q66H52	CLS005270	Q66H52
Q5EA76	CLS005271	Q66H58
Q66H58	CLS005271	Q66H58
Q66H62	CLS005272	Q66H62
Q9NQC7	CLS005272	Q66H62
Q66H73	CLS005273	Q66H73
Q8N4S0	CLS005273	Q66H73
Q5RA77	CLS005274	Q66H80
Q66H80	CLS005274	Q66H80
F1R4Y7	CLS005275	Q9D5R3
Q66H89	CLS005275	Q9D5R3
Q9D5R3	CLS005275	Q9D5R3
Q9Y592	CLS005275	Q9D5R3
Q5R4U3	CLS005276	Q5R4U3
Q66HA4	CLS005276	Q5R4U3
Q6P3P1	CLS005276	Q5R4U3
Q66HB3	CLS005277	Q66HB3
Q66HC8	CLS005278	Q66HC8
Q80WJ1	CLS005278	Q66HC8
Q3B7M1	CLS005279	Q3B7M1
Q66HD2	CLS005279	Q3B7M1
Q66HF2	CLS005280	Q9DBU0
Q9DBU0	CLS005280	Q9DBU0
Q32MZ4	CLS005281	Q32MZ4
Q66HF9	CLS005281	Q32MZ4
Q66HP6	CLS005282	Q8K004
Q8K004	CLS005282	Q8K004
Q9UM82	CLS005282	Q8K004
Q66HR5	CLS005283	Q66HR5
Q66HY8	CLS005284	Q66HY8
Q66J54	CLS005285	Q66J54
Q26622	CLS005286	Q8VIJ4
Q66J63	CLS005286	Q8VIJ4
Q8VIJ4	CLS005286	Q8VIJ4
Q66JA8	CLS005287	Q8C0I4
Q8C0I4	CLS005287	Q8C0I4
Q66JJ0	CLS005288	Q66JJ0
Q6EUW2	CLS005288	Q66JJ0
Q9R1E0	CLS005288	Q66JJ0
Q3KRC6	CLS005289	Q8IWT6
Q66JT1	CLS005289	Q8IWT6
Q6NSJ5	CLS005289	Q8IWT6
Q8IWT6	CLS005289	Q8IWT6
Q8R502	CLS005289	Q8IWT6
Q66JV4	CLS005290	Q66JV4
Q8IXT5	CLS005290	Q66JV4
Q66JY2	CLS005291	Q66JY2
Q66K08	CLS005292	Q66K08
Q66K14	CLS005293	Q66K14
Q66KE9	CLS005294	Q66KE9
Q66KG0	CLS005295	Q66KG0
Q66L44	CLS005296	Q8N350
Q8N350	CLS005296	Q8N350
Q66LG9	CLS005297	Q66LG9
A5D7I0	CLS005298	Q66MI6
Q3SY00	CLS005298	Q66MI6
Q66MI6	CLS005298	Q66MI6
Q66PF4	CLS005299	Q66PF4
Q28560	CLS005300	Q90669
Q66T47	CLS005300	Q90669
Q90669	CLS005300	Q90669
Q90670	CLS005300	Q90669
Q95126	CLS005300	Q90669
Q66TN7	CLS005301	Q66TN7
Q66X01	CLS005302	Q66X01
Q66X03	CLS005302	Q66X01
Q672J9	CLS005303	Q672K1
Q672K1	CLS005303	Q672K1
Q673G8	CLS005304	Q673G8
Q27ID4	CLS005305	Q27ID4
Q673L6	CLS005305	Q27ID4
Q676U5	CLS005306	Q676U5
Q20CR4	CLS005307	Q4VSN1
Q4TVR5	CLS005307	Q4VSN1
Q4VSN1	CLS005307	Q4VSN1
Q4VSN2	CLS005307	Q4VSN1
Q4VSN3	CLS005307	Q4VSN1
Q4VSN4	CLS005307	Q4VSN1
Q67E00	CLS005307	Q4VSN1
Q6XUX0	CLS005307	Q4VSN1
Q6XUX2	CLS005307	Q4VSN1
Q6XUX3	CLS005307	Q4VSN1
Q67FY2	CLS005308	Q67FY2
Q67FY3	CLS005309	Q67FY3
Q67GH9	CLS005310	Q67GH9
Q1J934	CLS005311	Q88U29
Q1JE78	CLS005311	Q88U29
Q1WU55	CLS005311	Q88U29
Q24QH6	CLS005311	Q88U29
Q38XW3	CLS005311	Q88U29
Q3ATZ1	CLS005311	Q88U29
Q3B5R1	CLS005311	Q88U29
Q48VY9	CLS005311	Q88U29
Q5WJ82	CLS005311	Q88U29
Q5XEF2	CLS005311	Q88U29
Q63GS9	CLS005311	Q88U29
Q67KG3	CLS005311	Q88U29
Q71YQ3	CLS005311	Q88U29
Q88U29	CLS005311	Q88U29
Q8DRM1	CLS005311	Q88U29
Q8DWK8	CLS005311	Q88U29
Q8P310	CLS005311	Q88U29
Q92AP3	CLS005311	Q88U29
Q9F1T4	CLS005311	Q88U29
Q67KI8	CLS005312	Q67KI8
Q67L72	CLS005313	Q67L72
Q67MD5	CLS005314	Q67MD5
Q67MD6	CLS005315	Q67MD6
Q67NK1	CLS005316	Q67NK1
Q2RJM5	CLS005317	Q2SML3
Q2SML3	CLS005317	Q2SML3
Q67P86	CLS005317	Q2SML3
Q67QF2	CLS005318	Q67QF2
Q67S57	CLS005319	Q67S57
Q67SJ2	CLS005320	Q67SJ2
Q67TI9	CLS005321	Q67TI9
Q67UU0	CLS005322	Q67UU0
Q67VW6	CLS005323	Q67VW6
Q67W50	CLS005324	Q67W50
Q67XW5	CLS005325	Q67XW5
Q67YT8	CLS005326	Q67YT8
Q680B7	CLS005327	Q680B7
Q680B9	CLS005328	Q680B9
Q681K7	CLS005329	Q681K7
Q681N2	CLS005330	Q681N2
Q683I9	CLS005331	Q683I9
Q688R3	CLS005332	Q688R3
Q688S6	CLS005333	Q6AVD0
Q6AVD0	CLS005333	Q6AVD0
Q6H7J6	CLS005333	Q6AVD0
Q7X660	CLS005333	Q6AVD0
Q688T8	CLS005334	Q688T8
Q68A49	CLS005335	Q68A49
Q68AP4	CLS005336	Q68AP4
Q68CJ6	CLS005337	Q68CJ6
Q68CP9	CLS005338	Q68CP9
Q5M9G7	CLS005339	Q68CQ4
Q68CQ4	CLS005339	Q68CQ4
Q5SSZ5	CLS005340	Q5SSZ5
Q68CZ2	CLS005340	Q5SSZ5
Q68D51	CLS005341	Q68D51
Q9ULE3	CLS005341	Q68D51
Q68D86	CLS005342	Q68D86
Q68DE3	CLS005343	Q68DE3
Q68DH5	CLS005344	Q68DH5
Q68DN1	CLS005345	Q68DN1
Q68DX3	CLS005346	Q68DX3
Q68DY1	CLS005347	Q6ZN08
Q6ZN08	CLS005347	Q6ZN08
Q68EA5	CLS005348	Q68EA5
Q5RDQ8	CLS005349	Q68ED2
Q68ED2	CLS005349	Q68ED2
Q68EJ0	CLS005350	Q7L1T6
Q7L1T6	CLS005350	Q7L1T6
Q28EM1	CLS005351	Q28EM1
Q68EZ2	CLS005351	Q28EM1
Q68F64	CLS005352	Q68F64
Q6DGE9	CLS005352	Q68F64
Q68F67	CLS005353	Q68F67
Q68FD9	CLS005354	Q68FD9
Q68FE2	CLS005355	Q68FE2
Q68FE7	CLS005356	Q68FE7
Q8IW70	CLS005356	Q68FE7
Q68FM6	CLS005357	Q8C8T7
Q8C8T7	CLS005357	Q8C8T7
Q58CX2	CLS005358	Q68FN9
Q68FN9	CLS005358	Q68FN9
Q3U4I7	CLS005359	Q68FT3
Q68FT3	CLS005359	Q68FT3
Q68J42	CLS005360	Q68J42
Q68RJ7	CLS005361	Q68RJ7
Q8JFN7	CLS005361	Q68RJ7
Q68SN8	CLS005362	Q68SN8
Q68UI8	CLS005363	Q68UI8
Q1RGP6	CLS005364	Q1RGP6
Q68VN4	CLS005364	Q1RGP6
Q92FW6	CLS005364	Q1RGP6
Q68VQ4	CLS005365	Q68VQ4
Q4UMZ3	CLS005366	Q68W42
Q68W42	CLS005366	Q68W42
Q68WH7	CLS005367	Q68WH7
Q9ZCZ1	CLS005367	Q68WH7
Q4ULS4	CLS005368	Q68WW1
Q68WW1	CLS005368	Q68WW1
Q9ZDB4	CLS005368	Q68WW1
Q68Y49	CLS005369	Q68Y49
Q9LP51	CLS005369	Q68Y49
Q692V3	CLS005370	Q692V3
Q6P2S7	CLS005370	Q692V3
Q69B22	CLS005371	Q69B22
Q69DJ1	CLS005372	Q9BEG8
Q9BEG8	CLS005372	Q9BEG8
Q69DK8	CLS005373	Q8CG14
Q6P6T1	CLS005373	Q8CG14
Q8CG14	CLS005373	Q8CG14
Q69L87	CLS005374	Q6VVA6
Q6VVA6	CLS005374	Q6VVA6
Q84MS4	CLS005374	Q6VVA6
Q2QUN2	CLS005375	Q9FLB5
Q69L99	CLS005375	Q9FLB5
Q9FLB5	CLS005375	Q9FLB5
Q69LX2	CLS005376	Q69LX2
Q69PA8	CLS005377	Q69PA8
Q6ETL8	CLS005377	Q69PA8
Q69QA6	CLS005378	Q69QA6
Q69R21	CLS005379	Q69R21
Q69ST6	CLS005380	Q69ST6
Q69T58	CLS005381	Q9LMT8
Q9LMT8	CLS005381	Q9LMT8
Q9M2E8	CLS005381	Q9LMT8
Q69P51	CLS005382	Q9SWW6
Q69V23	CLS005382	Q9SWW6
Q6AT26	CLS005382	Q9SWW6
Q84JA6	CLS005382	Q9SWW6
Q941L0	CLS005382	Q9SWW6
Q94JQ6	CLS005382	Q9SWW6
Q9SWW6	CLS005382	Q9SWW6
Q69YH5	CLS005383	Q69YH5
Q69Z38	CLS005384	Q9H792
Q9H792	CLS005384	Q9H792
Q69Z99	CLS005385	Q96ME7
Q96ME7	CLS005385	Q96ME7
Q69ZB0	CLS005386	Q69ZB0
Q69ZF8	CLS005387	Q69ZF8
Q69ZK0	CLS005388	Q69ZK0
Q32MH5	CLS005389	Q32MH5
Q69ZK7	CLS005389	Q32MH5
Q3T906	CLS005390	Q3T906
Q69ZN6	CLS005390	Q3T906
Q69ZQ1	CLS005391	Q69ZQ1
Q69ZR2	CLS005392	Q69ZR2
Q69ZT1	CLS005393	Q69ZT1
Q69ZU8	CLS005394	Q69ZU8
Q69ZX8	CLS005395	Q69ZX8
Q69ZZ6	CLS005396	Q69ZZ6
Q69ZZ9	CLS005397	Q69ZZ9
Q6A009	CLS005398	Q6A009
Q6A065	CLS005399	Q6A065
Q6A0D4	CLS005400	Q6A0D4
Q6A1G2	CLS005401	Q6A1G2
Q6A332	CLS005402	Q6A332
Q6A333	CLS005403	Q6A333
Q6A5X8	CLS005404	Q6A5X8
Q6A666	CLS005405	Q6A666
Q1BAU4	CLS005406	Q1BAU4
Q6A7A2	CLS005406	Q1BAU4
Q6AEE5	CLS005406	Q1BAU4
Q8FPZ7	CLS005406	Q1BAU4
Q6A7E7	CLS005407	Q6A7E7
Q6A7F4	CLS005408	Q6A7F4
Q47RV7	CLS005409	Q47RV7
Q5WYK5	CLS005409	Q47RV7
Q6A7L9	CLS005409	Q47RV7
Q6AEX8	CLS005409	Q47RV7
Q6NGM7	CLS005409	Q47RV7
Q73VU8	CLS005409	Q47RV7
Q7TXQ5	CLS005409	Q47RV7
Q8G3N0	CLS005409	Q47RV7
Q9KYR6	CLS005409	Q47RV7
Q6A830	CLS005410	Q6A830
Q6A900	CLS005411	Q6A900
Q17YL7	CLS005412	Q9X282
Q1C942	CLS005412	Q9X282
Q1CFQ8	CLS005412	Q9X282
Q1J665	CLS005412	Q9X282
Q1JLB5	CLS005412	Q9X282
Q2L244	CLS005412	Q9X282
Q2NGT1	CLS005412	Q9X282
Q2NJ77	CLS005412	Q9X282
Q2P0Z3	CLS005412	Q9X282
Q30ZK3	CLS005412	Q9X282
Q31QS4	CLS005412	Q9X282
Q324B3	CLS005412	Q9X282
Q32I48	CLS005412	Q9X282
Q38YA4	CLS005412	Q9X282
Q3A8D0	CLS005412	Q9X282
Q3IKF4	CLS005412	Q9X282
Q3KLB1	CLS005412	Q9X282
Q3Z405	CLS005412	Q9X282
Q3Z9B4	CLS005412	Q9X282
Q480C7	CLS005412	Q9X282
Q48KA6	CLS005412	Q9X282
Q48SZ1	CLS005412	Q9X282
Q4KF19	CLS005412	Q9X282
Q4UKL6	CLS005412	Q9X282
Q4UW79	CLS005412	Q9X282
Q50939	CLS005412	Q9X282
Q55170	CLS005412	Q9X282
Q56243	CLS005412	Q9X282
Q57RF9	CLS005412	Q9X282
Q5E6B5	CLS005412	Q9X282
Q5F931	CLS005412	Q9X282
Q5FL61	CLS005412	Q9X282
Q5GRL3	CLS005412	Q9X282
Q5GXX4	CLS005412	Q9X282
Q5HVA1	CLS005412	Q9X282
Q5L4S6	CLS005412	Q9X282
Q5LC24	CLS005412	Q9X282
Q5LYS1	CLS005412	Q9X282
Q5M3D5	CLS005412	Q9X282
Q5N3H1	CLS005412	Q9X282
Q5NFN4	CLS005412	Q9X282
Q5QXB8	CLS005412	Q9X282
Q5X906	CLS005412	Q9X282
Q5ZZD9	CLS005412	Q9X282
Q605S7	CLS005412	Q9X282
Q65ZT8	CLS005412	Q9X282
Q6A9K7	CLS005412	Q9X282
Q6AF52	CLS005412	Q9X282
Q6LZA2	CLS005412	Q9X282
Q6MEV1	CLS005412	Q9X282
Q6MS38	CLS005412	Q9X282
Q6YQE1	CLS005412	Q9X282
Q747K3	CLS005412	Q9X282
Q7M806	CLS005412	Q9X282
Q7MM80	CLS005412	Q9X282
Q7N6Q1	CLS005412	Q9X282
Q7NJH7	CLS005412	Q9X282
Q7UA24	CLS005412	Q9X282
Q7UZL3	CLS005412	Q9X282
Q7VFX7	CLS005412	Q9X282
Q7VLL3	CLS005412	Q9X282
Q7WK66	CLS005412	Q9X282
Q821H8	CLS005412	Q9X282
Q82WA9	CLS005412	Q9X282
Q837R9	CLS005412	Q9X282
Q83NI7	CLS005412	Q9X282
Q83S42	CLS005412	Q9X282
Q87MX6	CLS005412	Q9X282
Q884C9	CLS005412	Q9X282
Q88LF9	CLS005412	Q9X282
Q88YI8	CLS005412	Q9X282
Q8AA95	CLS005412	Q9X282
Q8D891	CLS005412	Q9X282
Q8DYL6	CLS005412	Q9X282
Q8EUN2	CLS005412	Q9X282
Q8P0J7	CLS005412	Q9X282
Q8PJB1	CLS005412	Q9X282
Q8R8M4	CLS005412	Q9X282
Q8RGR2	CLS005412	Q9X282
Q8Y0N2	CLS005412	Q9X282
Q8YXS9	CLS005412	Q9X282
Q8Z889	CLS005412	Q9X282
Q8ZGW7	CLS005412	Q9X282
Q92J03	CLS005412	Q9X282
Q97LQ2	CLS005412	Q9X282
Q9CI06	CLS005412	Q9X282
Q9K6X9	CLS005412	Q9X282
Q9PJF4	CLS005412	Q9X282
Q9PPM7	CLS005412	Q9X282
Q9X282	CLS005412	Q9X282
Q9ZKA0	CLS005412	Q9X282
Q6A9Z4	CLS005413	Q6A9Z4
Q8CK02	CLS005413	Q6A9Z4
Q47QV9	CLS005414	Q9S2X5
Q6AB89	CLS005414	Q9S2X5
Q82AC9	CLS005414	Q9S2X5
Q9S2X5	CLS005414	Q9S2X5
Q6ACX5	CLS005415	Q8G514
Q8G514	CLS005415	Q8G514
Q93GF2	CLS005415	Q8G514
Q6AD32	CLS005416	Q6AD32
Q83IA1	CLS005416	Q6AD32
Q6AD62	CLS005417	Q6AD62
Q6AF49	CLS005418	Q6AF49
Q6AFC3	CLS005419	Q827U8
Q827U8	CLS005419	Q827U8
Q5YTA2	CLS005420	Q8FPI2
Q6AFD5	CLS005420	Q8FPI2
Q82KW8	CLS005420	Q8FPI2
Q82ML4	CLS005420	Q8FPI2
Q83G46	CLS005420	Q8FPI2
Q83I20	CLS005420	Q8FPI2
Q8FPI2	CLS005420	Q8FPI2
Q9F1V2	CLS005420	Q8FPI2
Q6AFY1	CLS005421	Q6AFY1
Q6AFZ2	CLS005422	Q6AFZ2
Q6AG49	CLS005423	Q83HG7
Q82K53	CLS005423	Q83HG7
Q83HG7	CLS005423	Q83HG7
Q8CJQ8	CLS005423	Q83HG7
Q6AGS4	CLS005424	Q6F8P2
Q6F8P2	CLS005424	Q6F8P2
Q6AHC2	CLS005425	Q6AHC2
Q6AI08	CLS005426	Q6P1G0
Q6P1G0	CLS005426	Q6P1G0
Q6AI39	CLS005427	Q6AI39
Q6AJW3	CLS005428	Q6AJW3
Q6AL19	CLS005429	Q6AL19
Q6AMN0	CLS005430	Q6AMN0
Q6ANC2	CLS005431	Q6ANC2
Q6ANW2	CLS005432	Q6ANW2
Q6API9	CLS005433	Q6API9
Q255I6	CLS005434	Q3KLX6
Q3KLX6	CLS005434	Q3KLX6
Q5L5E1	CLS005434	Q3KLX6
Q6AQ48	CLS005434	Q3KLX6
Q822E7	CLS005434	Q3KLX6
Q6AQA5	CLS005435	Q6AQA5
Q6ARA9	CLS005436	Q6ARA9
Q6ARM0	CLS005437	Q6ARM0
Q680Q4	CLS005438	Q6ASW7
Q6ASW7	CLS005438	Q6ASW7
Q6L4L4	CLS005438	Q6ASW7
Q6AUC6	CLS005439	Q8W4J3
Q8W4J3	CLS005439	Q8W4J3
Q6AUQ7	CLS005440	Q6AUQ7
Q6AV22	CLS005441	Q6AV22
Q43531	CLS005442	Q6AVM3
Q6AVM3	CLS005442	Q6AVM3
Q6AW06	CLS005443	Q6AW06
Q5GRG2	CLS005444	Q8I034
Q6AW47	CLS005444	Q8I034
Q6NT32	CLS005444	Q8I034
Q8I034	CLS005444	Q8I034
Q6AW68	CLS005445	Q6AW68
Q6AW86	CLS005446	Q6AW86
Q6AWG9	CLS005447	Q6AWG9
Q290N5	CLS005448	Q290N5
Q6AWJ9	CLS005448	Q290N5
Q6AWX6	CLS005449	Q6AWX6
Q4V9Z5	CLS005450	Q6AX42
Q53EL9	CLS005450	Q6AX42
Q6AX42	CLS005450	Q6AX42
Q6AXC6	CLS005451	Q6AXC6
Q6AXF6	CLS005452	Q8NBJ9
Q6Q3F5	CLS005452	Q8NBJ9
Q8NBJ9	CLS005452	Q8NBJ9
Q9NXL6	CLS005452	Q8NBJ9
Q5R6Y0	CLS005453	Q6AXM7
Q6AXM7	CLS005453	Q6AXM7
Q6AXN4	CLS005454	Q8VCB1
Q8VCB1	CLS005454	Q8VCB1
Q6AXP1	CLS005455	Q6AXP1
Q922C1	CLS005455	Q6AXP1
Q9H6X5	CLS005455	Q6AXP1
Q6AXQ7	CLS005456	Q6AXQ7
Q5VTL8	CLS005457	Q5VTL8
Q6AXY7	CLS005457	Q5VTL8
Q3V140	CLS005458	Q6AY33
Q6AY33	CLS005458	Q6AY33
Q6AY92	CLS005459	Q6AY92
Q5EA53	CLS005460	Q6AY96
Q6AY96	CLS005460	Q6AY96
Q6AYF4	CLS005461	Q6AYF4
Q6AYH9	CLS005462	Q6AYH9
Q8NEP3	CLS005462	Q6AYH9
Q6AYJ1	CLS005463	Q6AYJ1
Q9TXJ8	CLS005463	Q6AYJ1
A6PVS8	CLS005464	A6PVS8
Q14DL3	CLS005464	A6PVS8
Q6AYL8	CLS005464	A6PVS8
Q6AYM0	CLS005465	Q8N865
Q8N865	CLS005465	Q8N865
Q6AYP4	CLS005466	Q8CCG1
Q8CCG1	CLS005466	Q8CCG1
Q6AZ28	CLS005467	Q6AZ28
Q9Y6X2	CLS005467	Q6AZ28
Q6AZ54	CLS005468	Q6AZ54
Q6AZN6	CLS005469	Q6AZN6
Q6AZY7	CLS005470	Q6AZY7
Q6B3P0	CLS005471	Q6B3P0
Q6B4J5	CLS005472	Q6B4J5
Q6B4Z3	CLS005473	Q6B4Z3
Q6B8L3	CLS005474	Q6B8L3
Q6B8S2	CLS005475	Q6B8S2
Q6B9X6	CLS005476	Q6B9X6
Q6BE23	CLS005477	Q6BE23
Q2XPU6	CLS005478	Q9SXV6
Q6BE25	CLS005478	Q9SXV6
Q9SLP9	CLS005478	Q9SXV6
Q9SXV6	CLS005478	Q9SXV6
Q6BH05	CLS005479	Q6BH05
Q6BH65	CLS005480	Q6BH65
Q6BH66	CLS005481	Q6BH66
Q6BHF8	CLS005482	Q6BHF8
Q6BHN9	CLS005483	Q6BHN9
Q6BI69	CLS005484	Q6BI69
Q6BIA1	CLS005485	Q6BIA1
Q6BIN3	CLS005486	Q6BIN3
Q6BIP2	CLS005487	Q6BIP2
Q5AGM0	CLS005488	Q5AGM0
Q6BIR7	CLS005488	Q5AGM0
Q6BIV4	CLS005489	Q6BIV4
Q6C938	CLS005489	Q6BIV4
Q6BIX6	CLS005490	Q6FQ21
Q6CG46	CLS005490	Q6FQ21
Q6CKR8	CLS005490	Q6FQ21
Q6FQ21	CLS005490	Q6FQ21
Q8X066	CLS005490	Q6FQ21
Q6BJ08	CLS005491	Q6BJ08
Q6BJ96	CLS005492	Q6BJ96
Q6BJD8	CLS005493	Q6BJD8
Q6BJJ8	CLS005494	Q6BJJ8
Q6BK07	CLS005495	Q6BK07
Q6BKJ4	CLS005496	Q6BKJ4
Q6BKQ1	CLS005497	Q6BKQ1
Q6BLT2	CLS005498	Q6BLT2
Q9UW12	CLS005498	Q6BLT2
Q4WHG0	CLS005499	Q6A068
Q6A068	CLS005499	Q6A068
Q6BLT3	CLS005499	Q6A068
Q6CU65	CLS005499	Q6A068
Q6FUG1	CLS005499	Q6A068
Q6BM09	CLS005500	Q6BM09
Q6BMA8	CLS005501	Q6BMA8
Q6BMD6	CLS005502	Q6BMD6
Q6BMF6	CLS005503	Q6BMF6
Q6BMF7	CLS005504	Q6BMF7
Q6BMH4	CLS005505	Q6BMH4
Q6BMI2	CLS005506	Q6BMI2
Q6BMV4	CLS005507	Q6BMV4
Q2U3T4	CLS005508	Q6BMV8
Q59P53	CLS005508	Q6BMV8
Q6BMV8	CLS005508	Q6BMV8
Q6C255	CLS005508	Q6BMV8
Q74ZG2	CLS005508	Q6BMV8
Q7S0P6	CLS005508	Q6BMV8
Q6BN88	CLS005509	Q6BN88
Q6BNJ4	CLS005510	Q6BNJ4
Q6BNP6	CLS005511	Q6BNP6
Q6BNQ8	CLS005512	Q6BNQ8
Q6BNX0	CLS005513	Q6BNX0
Q6BP45	CLS005514	Q6BP45
Q6BPF8	CLS005515	Q6BPF8
Q6BPI8	CLS005516	Q6BPI8
Q6BPR6	CLS005517	Q6BPR6
Q6BPZ9	CLS005518	Q6BPZ9
Q6BQF2	CLS005519	Q6BS00
Q6BS00	CLS005519	Q6BS00
Q6FLU2	CLS005519	Q6BS00
Q750T7	CLS005519	Q6BS00
Q9Y7B5	CLS005519	Q6BS00
Q6BQK9	CLS005520	Q6BQK9
Q6BQR8	CLS005521	Q6BQR8
Q5A455	CLS005522	Q6BQT6
Q6BQT6	CLS005522	Q6BQT6
Q6BRA6	CLS005523	Q6BRA6
Q6BRD5	CLS005524	Q6BRD5
Q6FY63	CLS005524	Q6BRD5
A3GFJ4	CLS005525	Q6BRP6
A5DVL3	CLS005525	Q6BRP6
C4YFD4	CLS005525	Q6BRP6
C5MED4	CLS005525	Q6BRP6
Q6BRP6	CLS005525	Q6BRP6
Q6BRV5	CLS005526	Q6BRV5
Q6BRY1	CLS005527	Q6BRY1
Q6BSL1	CLS005528	Q6BSL1
Q6BSP4	CLS005529	Q6BSP4
Q6BSY1	CLS005530	Q6BSY1
Q6BT30	CLS005531	Q6BT30
Q6C6I6	CLS005531	Q6BT30
Q6BTC0	CLS005532	Q6CWW6
Q6C0U8	CLS005532	Q6CWW6
Q6CWW6	CLS005532	Q6CWW6
Q6BU46	CLS005533	Q6BU46
Q8BP47	CLS005533	Q6BU46
Q6BUI4	CLS005534	Q6BUI4
A5DLK4	CLS005535	A5DLK4
Q6BUS9	CLS005535	A5DLK4
Q6BV06	CLS005536	Q6BV06
Q9Y7W4	CLS005536	Q6BV06
Q6BVB2	CLS005537	Q6BVB2
Q6BVE3	CLS005538	Q6BVE3
Q6BW83	CLS005539	Q6BW83
Q6BWB9	CLS005540	Q6BWB9
Q5APS5	CLS005541	Q6BWC2
Q6BWC2	CLS005541	Q6BWC2
Q6BXI1	CLS005542	Q6BXI1
