cluster_id	member
CLS007453	Q80WQ9
CLS007454	Q80WT4
CLS007455	Q80X44
CLS007456	Q80X50
CLS007457	Q80XA6
CLS007458	Q80XB4
CLS007459	Q80XH2
CLS007460	Q505J3
CLS007460	Q658N2
CLS007460	Q80XH4
CLS007461	Q80XI1
CLS007461	Q9NWN3
CLS007462	Q80XJ2
CLS007462	Q8IYW5
CLS007463	Q5ZHT1
CLS007463	Q709F0
CLS007463	Q80XL6
CLS007464	Q80XS6
CLS007465	Q6P4F7
CLS007465	Q80Y19
CLS007466	Q80YA7
CLS007467	Q80YA8
CLS007468	Q80YC5
CLS007469	Q80YE7
CLS007470	Q80YF9
CLS007471	Q80YN4
CLS007472	Q80YR3
CLS007473	Q80YR4
CLS007474	Q80YS5
CLS007475	Q80YV3
CLS007476	Q80YV4
CLS007476	Q923S8
CLS007476	Q9NVE7
CLS007477	Q5T7W0
CLS007477	Q80YY7
CLS007478	Q80Z37
CLS007478	Q9NS56
CLS007479	Q80Z71
CLS007480	Q58DD2
CLS007480	Q80ZD3
CLS007480	Q86WA9
CLS007481	Q80ZD5
CLS007481	Q8C2S7
CLS007482	Q80ZI6
CLS007483	Q6AYN9
CLS007483	Q80ZU5
CLS007484	Q80ZX8
CLS007485	Q810A1
CLS007486	Q5R7D1
CLS007486	Q810A7
CLS007487	Q810B7
CLS007488	Q810C1
CLS007489	Q810H6
CLS007489	Q811T9
CLS007490	Q810T2
CLS007491	Q810U3
CLS007492	Q810U4
CLS007492	Q92823
CLS007493	Q810W9
CLS007494	Q1EHB3
CLS007494	Q68SA9
CLS007494	Q811B3
CLS007495	Q811D2
CLS007496	Q62751
CLS007496	Q811J3
CLS007497	Q811R2
CLS007497	Q8VHJ7
CLS007498	Q811U4
CLS007499	Q812C9
CLS007499	Q9TTK6
CLS007500	Q812D1
CLS007500	Q8MJG1
CLS007501	Q7SXN4
CLS007501	Q7Z5Q1
CLS007501	Q812E0
CLS007502	Q812F3
CLS007503	Q813X6
CLS007504	Q635S6
CLS007504	Q731W2
CLS007504	Q819H7
CLS007505	Q732V8
CLS007505	Q81A26
CLS007506	Q81BF4
CLS007507	Q81I00
CLS007508	Q81K31
CLS007509	Q633N5
CLS007509	Q81L31
CLS007510	Q81L64
CLS007511	Q639F7
CLS007511	Q81NL0
CLS007512	Q81QL7
CLS007513	Q189R2
CLS007513	Q18JB5
CLS007513	Q1GA94
CLS007513	Q1J9F2
CLS007513	Q1JBM0
CLS007513	Q1JEK4
CLS007513	Q1JGN8
CLS007513	Q1MDG4
CLS007513	Q1WTW0
CLS007513	Q24ZZ8
CLS007513	Q28TR4
CLS007513	Q2YTF6
CLS007513	Q38X32
CLS007513	Q3A9K2
CLS007513	Q3J047
CLS007513	Q4FL49
CLS007513	Q4L776
CLS007513	Q5FIU5
CLS007513	Q5FJY2
CLS007513	Q5HF42
CLS007513	Q5LD60
CLS007513	Q5LNV0
CLS007513	Q5M083
CLS007513	Q5M4U2
CLS007513	Q5NQC7
CLS007513	Q5V5Y2
CLS007513	Q5XZD9
CLS007513	Q605Q9
CLS007513	Q6HJK9
CLS007513	Q71YD9
CLS007513	Q7VLW6
CLS007513	Q81RE1
CLS007513	Q83WS0
CLS007513	Q88W76
CLS007513	Q891R3
CLS007513	Q8DPL5
CLS007513	Q8NW37
CLS007513	Q8NZ49
CLS007513	Q8RHF4
CLS007513	Q8XHL4
CLS007513	Q8Y624
CLS007513	Q92AD2
CLS007513	Q92N42
CLS007513	Q97EB3
CLS007513	Q97QI2
CLS007513	Q99ZI9
CLS007513	Q9JVY8
CLS007513	Q9JXY2
CLS007513	Q9X287
CLS007514	Q81RQ8
CLS007515	Q81TR2
CLS007516	Q63FC2
CLS007516	Q81UI7
CLS007517	Q63GX5
CLS007517	Q6HPE6
CLS007517	Q81VG0
CLS007517	Q8Y8N0
CLS007518	Q73E74
CLS007518	Q81IH1
CLS007518	Q81Z97
CLS007519	Q820M5
CLS007520	Q6AFQ2
CLS007520	Q73VX0
CLS007520	Q820Y9
CLS007520	Q83G94
CLS007521	Q256C7
CLS007521	Q3KKZ3
CLS007521	Q5L4W3
CLS007521	Q821L5
CLS007521	Q9Z765
CLS007522	Q5L5B4
CLS007522	Q6MDI2
CLS007522	Q822C1
CLS007523	Q255A6
CLS007523	Q5L5M3
CLS007523	Q822N0
CLS007524	Q254T8
CLS007524	Q822V6
CLS007524	Q8D1V0
CLS007525	Q253D1
CLS007525	Q5L6U4
CLS007525	Q824H4
CLS007525	Q9PJT8
CLS007526	Q824Q5
CLS007527	Q825Q8
CLS007528	Q826C5
CLS007529	Q47N66
CLS007529	Q827S4
CLS007529	Q8XJH6
CLS007529	Q9XDM3
CLS007530	Q6A9J8
CLS007530	Q829W8
CLS007530	Q9Z512
CLS007531	Q82AN2
CLS007532	Q82CM5
CLS007532	Q8NR12
CLS007533	Q2J9H6
CLS007533	Q47TB0
CLS007533	Q82E68
CLS007534	Q82EU4
CLS007534	Q9X8S2
CLS007535	Q2J4M9
CLS007535	Q4JXF0
CLS007535	Q82FW4
CLS007535	Q8FMM3
CLS007535	Q9RKK5
CLS007536	Q82GV2
CLS007536	Q9KZZ7
CLS007537	Q82IS8
CLS007538	Q726S7
CLS007538	Q82JD2
CLS007539	Q2J771
CLS007539	Q49842
CLS007539	Q73W15
CLS007539	Q82KC4
CLS007540	Q82KE2
CLS007541	Q82NR8
CLS007542	Q82PP4
CLS007543	Q39EK2
CLS007543	Q3JH62
CLS007543	Q46Z41
CLS007543	Q62AD1
CLS007543	Q82SI5
CLS007543	Q8XY11
CLS007543	Q9CMW1
CLS007544	Q5WVP6
CLS007544	Q5X4B2
CLS007544	Q82U08
CLS007545	Q82VV6
CLS007546	Q82WS3
CLS007547	Q6G5Z1
CLS007547	Q74I62
CLS007547	Q7A342
CLS007547	Q832R5
CLS007547	Q8NUH8
CLS007547	Q8XK20
CLS007547	Q99QV7
CLS007548	Q833V7
CLS007549	Q65GS5
CLS007549	Q7NBY8
CLS007549	Q835J8
CLS007549	Q8RAH4
CLS007549	Q92BK9
CLS007549	Q9JTG4
CLS007549	Q9JYG6
CLS007549	Q9KDE6
CLS007550	Q2G2D0
CLS007550	Q38W81
CLS007550	Q6GHG6
CLS007550	Q835U8
CLS007550	Q88VK7
CLS007551	Q1G825
CLS007551	Q835Z6
CLS007551	Q8XKX4
CLS007552	Q836J9
CLS007553	Q838A4
CLS007554	Q838J9
CLS007554	Q8CZD8
CLS007555	Q839Z1
CLS007556	Q83A19
CLS007557	Q83AC6
CLS007558	Q1QVN7
CLS007558	Q83B24
CLS007559	Q83BS1
CLS007560	Q7NXM2
CLS007560	Q83CQ6
CLS007561	Q47JR8
CLS007561	Q83D84
CLS007562	Q83D91
CLS007563	Q83DD0
CLS007564	Q1GZ36
CLS007564	Q83F06
CLS007565	Q83FA5
CLS007566	Q83FV7
CLS007567	Q83GS8
CLS007568	Q6A9R8
CLS007568	Q73ZQ6
CLS007568	Q83GV1
CLS007569	Q83HI1
CLS007570	Q83GN3
CLS007570	Q83HJ9
CLS007571	Q83HT0
CLS007572	Q83GC6
CLS007572	Q83HV5
CLS007573	Q83G99
CLS007573	Q83HX4
CLS007574	Q83MI4
CLS007575	Q83MY6
CLS007576	Q83N78
CLS007577	Q83NE5
CLS007578	Q83QC3
CLS007578	Q8CVS2
CLS007578	Q8ZMB5
CLS007579	Q1CLS8
CLS007579	Q3YY94
CLS007579	Q5NRM1
CLS007579	Q5PEH7
CLS007579	Q83QD9
CLS007579	Q8FEI7
CLS007579	Q8X7U1
CLS007580	Q1R972
CLS007580	Q31YB7
CLS007580	Q32DJ4
CLS007580	Q3YZM2
CLS007580	Q57LW6
CLS007580	Q83QQ0
CLS007580	Q8FFG4
CLS007581	Q48BK0
CLS007581	Q4ZL60
CLS007581	Q5H6C7
CLS007581	Q83R85
CLS007581	Q87TX5
CLS007581	Q8CW34
CLS007581	Q8PEQ6
CLS007581	Q8X9V1
CLS007581	Q8XUX6
CLS007581	Q8Z765
CLS007581	Q8ZPB3
CLS007582	Q83RF3
CLS007583	Q83RN5
CLS007584	Q83S00
CLS007584	Q8Z814
CLS007585	Q1CAA5
CLS007585	Q1CGD1
CLS007585	Q66CL7
CLS007585	Q83S05
CLS007585	Q8EH67
CLS007585	Q8FJE0
CLS007585	Q8X6L0
CLS007585	Q8ZGE1
CLS007585	Q8ZQE8
CLS007586	Q841V6
CLS007587	Q6GKM5
CLS007587	Q84BP4
CLS007588	Q83U59
CLS007588	Q84D00
CLS007589	Q84H44
CLS007590	Q84HC5
CLS007591	Q84J39
CLS007592	Q84J46
CLS007593	Q84JE8
CLS007594	Q84JF4
CLS007595	Q84JL5
CLS007596	Q84JQ4
CLS007597	Q84JR9
CLS007598	Q84JU6
CLS007599	Q84K25
CLS007600	Q651U1
CLS007600	Q84KJ5
CLS007601	Q70AT7
CLS007601	Q84LA1
CLS007601	Q84PN8
CLS007602	Q84LB2
CLS007603	Q84LF1
CLS007603	Q84LF2
CLS007604	Q84LK0
CLS007605	Q84LM4
CLS007606	Q84M24
CLS007607	Q84MA3
CLS007608	Q84MA8
CLS007609	Q84N38
CLS007609	Q9LUB7
CLS007609	Q9S736
CLS007610	Q84N49
CLS007611	Q84N64
CLS007612	Q84NC8
CLS007613	Q84ND9
CLS007614	Q84P17
CLS007615	Q84P25
CLS007616	Q84P52
CLS007617	Q84Q83
CLS007617	Q9STE8
CLS007618	Q84Q92
CLS007619	Q60EH4
CLS007619	Q6Y9P5
CLS007619	Q84QA7
CLS007620	Q84R21
CLS007621	Q84R49
CLS007622	Q84RR2
CLS007623	Q6ZF85
CLS007623	Q84S18
CLS007624	Q84TA3
CLS007624	Q9FY49
CLS007625	Q84TH5
CLS007625	Q93YS4
CLS007626	Q84TJ0
CLS007627	Q84TX2
CLS007628	Q84VG6
CLS007629	Q84VG7
CLS007630	Q84VX4
CLS007631	Q84WB7
CLS007632	Q84WP3
CLS007633	Q84WU4
CLS007633	Q8VYU6
CLS007634	Q84WU6
CLS007635	Q84WU8
CLS007635	Q8S2A7
CLS007635	Q920A7
CLS007635	Q9HGM3
CLS007635	Q9Y4W6
CLS007636	Q84WU9
CLS007637	Q84WV0
CLS007637	Q9LM59
CLS007638	Q54TH8
CLS007638	Q84WV1
CLS007638	Q8SR76
CLS007638	Q9LKI7
CLS007639	Q84XU2
CLS007640	Q84ZL0
CLS007641	Q84ZT0
CLS007642	Q84ZW8
CLS007643	Q851S7
CLS007644	Q851V5
CLS007645	Q851W4
CLS007646	Q852M1
CLS007646	Q852M2
CLS007647	Q6EU14
CLS007647	Q7XSA2
CLS007647	Q7Y001
CLS007647	Q852N2
CLS007648	Q85AP4
CLS007649	Q85B66
CLS007650	Q85FM9
CLS007651	Q85G22
CLS007652	Q85WU2
CLS007653	Q85X62
CLS007654	Q3SYW2
CLS007654	Q863A0
CLS007655	Q865B6
CLS007655	Q9UBK2
CLS007656	Q865F1
CLS007657	Q865R1
CLS007658	Q865S3
CLS007659	Q866F4
CLS007659	Q96PN6
CLS007659	Q9Z286
CLS007660	Q867T7
CLS007661	Q868N5
CLS007662	Q869L4
CLS007663	Q869Q3
CLS007664	Q869R1
CLS007665	Q869R9
CLS007666	Q869S5
CLS007667	Q869W0
CLS007668	Q869W9
CLS007669	Q869X3
CLS007670	Q869Z4
CLS007671	Q86A84
CLS007672	Q86A85
CLS007673	Q86AE1
CLS007674	Q86AF2
CLS007675	Q86AF3
CLS007676	Q86AH1
CLS007677	Q86AH4
CLS007678	Q86AQ5
CLS007679	Q86AS5
CLS007680	Q86AV6
CLS007681	Q86AV9
CLS007682	Q28CM3
CLS007682	Q498J7
CLS007682	Q5FWY4
CLS007682	Q61J08
CLS007682	Q7Q0Q1
CLS007682	Q7ZY18
CLS007682	Q86B14
CLS007682	Q9V461
CLS007683	Q86B61
CLS007684	Q86B79
CLS007685	Q86B87
CLS007686	Q86B91
CLS007687	Q86C56
CLS007688	Q86CR9
CLS007689	Q86CS2
CLS007690	Q86CZ2
CLS007691	Q86DA5
CLS007692	Q86G50
CLS007693	Q86H13
CLS007694	Q86H43
CLS007695	Q86HG9
CLS007696	Q86HQ2
CLS007696	Q8T685
CLS007697	Q86HQ3
CLS007698	Q86HT1
CLS007699	Q86HW6
CLS007700	Q86I06
CLS007701	Q86I31
CLS007702	Q86I32
CLS007703	Q86I79
CLS007704	Q86IG2
CLS007705	Q86IG9
CLS007706	Q86IW5
CLS007707	Q86IZ9
CLS007708	Q86K40
CLS007709	Q86K80
CLS007710	Q86K84
CLS007711	Q86KF9
CLS007712	Q86KS1
CLS007713	Q86KU2
CLS007714	Q86KX6
CLS007715	Q86L54
CLS007716	Q86MA2
CLS007717	Q86MA7
CLS007718	Q86MD3
CLS007719	Q86ME2
CLS007720	Q86NP2
CLS007721	Q86PM4
CLS007722	Q86QW7
CLS007723	Q5R7M3
CLS007723	Q80ZD9
CLS007723	Q86SJ2
CLS007724	Q61495
CLS007724	Q6W3B0
CLS007724	Q86SJ6
CLS007725	Q86SQ6
CLS007726	Q3TC46
CLS007726	Q86TB9
CLS007727	Q86TG7
CLS007728	Q86TM3
CLS007728	Q9NXZ2
CLS007729	Q86TM6
CLS007730	Q86U10
CLS007731	Q86U38
CLS007731	Q8BMC4
CLS007732	Q2HVD6
CLS007732	Q86U44
CLS007733	Q5BKR2
CLS007733	Q86UD5
CLS007734	Q86UE4
CLS007735	Q86UE6
CLS007736	Q86UK0
CLS007737	Q86UK5
CLS007738	Q86UL8
CLS007738	Q9WVQ1
CLS007739	Q86UP0
CLS007739	Q90762
CLS007739	Q90763
CLS007739	Q9ULB4
CLS007739	Q9ULB5
CLS007739	Q9Z0M3
CLS007740	Q86UP6
CLS007741	Q86US8
CLS007742	Q3V0C5
CLS007742	Q86UV5
CLS007743	Q86UX2
CLS007743	Q8BJD1
CLS007744	Q86UY8
CLS007745	Q86UZ6
CLS007745	Q8BID6
CLS007746	Q5RCM2
CLS007746	Q86V20
CLS007747	Q6ZR52
CLS007747	Q86V71
CLS007747	Q8TB69
CLS007747	Q9Y2Q1
CLS007748	Q80YR2
CLS007748	Q86V87
CLS007749	Q86V97
CLS007749	Q8WVZ9
CLS007750	Q86VF2
CLS007751	Q7M6Z5
CLS007751	Q86VH2
CLS007752	Q86VH4
CLS007752	Q86VH5
CLS007752	Q9BGP6
CLS007753	Q86VI1
CLS007754	Q5I0E9
CLS007754	Q5R7E4
CLS007754	Q86VL8
CLS007754	Q8K0H1
CLS007755	Q5R6L5
CLS007755	Q86VP6
CLS007755	Q9R0L4
CLS007755	Q9VKY2
CLS007756	Q86VR7
CLS007757	Q86W26
CLS007758	Q86W28
CLS007759	Q5ZIA0
CLS007759	Q86W50
CLS007759	Q9CQG2
CLS007760	Q86WG5
CLS007761	Q86WJ1
CLS007762	Q86WN1
CLS007763	A2AKQ8
CLS007763	A6H739
CLS007763	Q4QQS2
CLS007763	Q86WT1
CLS007763	Q8N4P2
CLS007763	Q99J38
CLS007763	Q9CY00
CLS007764	Q86WZ0
CLS007765	Q86XD8
CLS007766	Q86XN7
CLS007767	Q3UE17
CLS007767	Q69Z36
CLS007767	Q6ZN04
CLS007767	Q86XN8
CLS007768	Q86XP1
CLS007769	Q86XR2
CLS007770	Q86XU0
CLS007771	Q86Y07
CLS007772	Q86Y34
CLS007773	Q5QQ49
CLS007773	Q5QQ50
CLS007773	Q5QQ51
CLS007773	Q5QQ55
CLS007773	Q5QQ56
CLS007773	Q86Y38
CLS007773	Q9EPI0
CLS007773	Q9EPI1
CLS007773	Q9EPL0
CLS007774	Q86YA3
CLS007775	Q86YC2
CLS007776	Q86YC3
CLS007776	Q8BMT4
CLS007777	Q86YH2
CLS007778	Q86YR5
CLS007779	Q86YV0
CLS007779	Q8C2K5
CLS007780	Q86YV5
CLS007781	Q86YV9
CLS007781	Q8BLY7
CLS007782	Q1RML2
CLS007782	Q7YRU3
CLS007782	Q86YW0
CLS007783	Q86Z20
CLS007784	Q86ZU7
CLS007785	Q870L2
CLS007786	Q870L3
CLS007787	Q4I6S5
CLS007787	Q4WHL1
CLS007787	Q5BBI7
CLS007787	Q870Q4
CLS007788	Q2HZ33
CLS007788	Q2U9G3
CLS007788	Q4HVQ9
CLS007788	Q4WUL6
CLS007788	Q58FL6
CLS007788	Q5A644
CLS007788	Q6C791
CLS007788	Q870W1
CLS007788	Q92412
CLS007788	Q9UT74
CLS007789	Q1DUF9
CLS007789	Q4IL82
CLS007789	Q4WTV7
CLS007789	Q5BAZ5
CLS007789	Q872I5
CLS007790	Q872U8
CLS007791	Q4WEP7
CLS007791	Q873Y0
CLS007792	Q6BSZ4
CLS007792	Q873Y3
CLS007792	Q9UW14
CLS007793	Q874L4
CLS007794	Q874L7
CLS007795	Q874R4
CLS007796	Q875A7
CLS007797	Q875B6
CLS007798	Q875Q8
CLS007798	Q876G9
CLS007799	Q6FJI3
CLS007799	Q74ZJ0
CLS007799	Q875V0
CLS007800	Q875V7
CLS007801	Q754C8
CLS007801	Q875Z2
CLS007802	Q876L2
CLS007803	Q876L3
CLS007804	Q6FJ70
CLS007804	Q876L4
CLS007804	Q876L5
CLS007805	Q6CQ83
CLS007805	Q707W3
CLS007805	Q876N3
CLS007805	Q8INI8
CLS007805	Q9BIR7
CLS007805	Q9GSU4
CLS007805	Q9GSU7
CLS007805	Q9VG58
CLS007806	Q87A63
CLS007806	Q9PAC7
CLS007807	Q87B49
CLS007808	Q87CL8
CLS007809	Q87D47
CLS007809	Q9PC24
CLS007810	Q87FA5
CLS007811	Q87J97
CLS007812	Q1C0Z8
CLS007812	Q1CEF3
CLS007812	Q3YUH3
CLS007812	Q4QPH7
CLS007812	Q5E2C6
CLS007812	Q5PL49
CLS007812	Q66FB7
CLS007812	Q6D065
CLS007812	Q74BP0
CLS007812	Q87L05
CLS007812	Q8FAK9
CLS007812	Q8Z187
CLS007812	Q9KV13
CLS007813	Q1CC27
CLS007813	Q1H1P4
CLS007813	Q1LU73
CLS007813	Q1R3R3
CLS007813	Q2VYV7
CLS007813	Q31TX1
CLS007813	Q3YUW0
CLS007813	Q5PL07
CLS007813	Q664W9
CLS007813	Q7MZB4
CLS007813	Q87L81
CLS007813	Q8D1V8
CLS007813	Q8FB44
CLS007813	Q8Z1U7
CLS007813	Q9ABK5
CLS007814	Q87LS2
CLS007814	Q8DC38
CLS007814	Q9KUG5
CLS007815	Q7MIS5
CLS007815	Q87MM3
CLS007816	Q87NG3
CLS007816	Q87PP5
CLS007817	Q87R69
CLS007818	Q1C5E7
CLS007818	Q1CKD2
CLS007818	Q1R8H7
CLS007818	Q2NS22
CLS007818	Q3IHZ2
CLS007818	Q4QME6
CLS007818	Q57LE6
CLS007818	Q5PIG8
CLS007818	Q5QWY0
CLS007818	Q65RJ7
CLS007818	Q6D238
CLS007818	Q87RW0
CLS007818	Q8EC57
CLS007818	Q8FF26
CLS007818	Q8XA46
CLS007819	Q87S51
CLS007819	Q8DEW2
CLS007820	Q5E862
CLS007820	Q7MP83
CLS007820	Q87ST3
CLS007820	Q8DED5
CLS007821	Q87UP6
CLS007822	Q1GZI0
CLS007822	Q2SZW0
CLS007822	Q39E73
CLS007822	Q3J7R8
CLS007822	Q3JUI6
CLS007822	Q5P2S7
CLS007822	Q87VF3
CLS007823	Q87W65
CLS007824	Q2SA01
CLS007824	Q3K7T9
CLS007824	Q7N156
CLS007824	Q87WZ3
CLS007824	Q9LCT3
CLS007825	Q1AVD3
CLS007825	Q1C1B8
CLS007825	Q1GHE5
CLS007825	Q3MB44
CLS007825	Q4KDI2
CLS007825	Q4ZRC6
CLS007825	Q87ZE0
CLS007825	Q9CL63
CLS007826	Q881J7
CLS007827	Q4ZV08
CLS007827	Q884D2
CLS007828	Q4ZWT0
CLS007828	Q886P5
CLS007829	Q4ZX82
CLS007829	Q887D0
CLS007830	Q887Q6
CLS007831	Q88A43
CLS007832	Q1BQE2
CLS007832	Q1CFR7
CLS007832	Q1IG70
CLS007832	Q1MJU4
CLS007832	Q2T6D0
CLS007832	Q39A44
CLS007832	Q4K4K7
CLS007832	Q62CH8
CLS007832	Q63KK7
CLS007832	Q6D6D9
CLS007832	Q6FDF9
CLS007832	Q88AE7
CLS007832	Q8PPG8
CLS007832	Q9HTJ2
CLS007832	Q9L4K0
CLS007833	Q48PX1
CLS007833	Q88AR1
CLS007834	Q2SQY0
CLS007834	Q88B35
CLS007835	Q88D09
CLS007835	Q88E10
CLS007836	Q39RK1
CLS007836	Q88DK3
CLS007836	Q9HUV9
CLS007837	Q4ZVF6
CLS007837	Q88F25
CLS007838	Q3KF57
CLS007838	Q48KB2
CLS007838	Q884D4
CLS007838	Q88F88
CLS007838	Q9I190
CLS007839	Q87ZQ4
CLS007839	Q88FH2
CLS007839	Q8FFJ9
CLS007839	Q9KGW3
CLS007840	Q2G7S5
CLS007840	Q2JZ21
CLS007840	Q2K487
CLS007840	Q46TF2
CLS007840	Q7VYK0
CLS007840	Q7W6L4
CLS007840	Q88FN1
CLS007840	Q8U8L4
CLS007840	Q8XT76
CLS007840	Q92M14
CLS007840	Q985P4
CLS007840	Q9I1W2
CLS007841	Q4KCP0
CLS007841	Q88FN9
CLS007842	Q88FX8
CLS007843	Q88J44
CLS007844	Q88J90
CLS007845	Q51371
CLS007845	Q88NC9
CLS007846	Q88NI1
CLS007847	Q1D9V4
CLS007847	Q2SK05
CLS007847	Q3KHL4
CLS007847	Q4KHS6
CLS007847	Q4ZX02
CLS007847	Q88P16
CLS007848	Q87VU3
CLS007848	Q88QC7
CLS007849	Q88QV3
CLS007850	Q88S87
CLS007850	Q8DJN6
CLS007850	Q937F6
CLS007850	Q97JE3
CLS007850	Q9CFH4
CLS007851	Q88SR1
CLS007852	Q88U40
CLS007853	Q88V10
CLS007854	Q88V16
CLS007855	Q88V72
CLS007856	Q1J667
CLS007856	Q1JGF0
CLS007856	Q1JLB7
CLS007856	Q88VM6
CLS007856	Q8P0J9
CLS007857	Q1WRZ1
CLS007857	Q59485
CLS007857	Q88YC0
CLS007858	Q88YD2
CLS007859	Q38YD2
CLS007859	Q834A7
CLS007859	Q88YL7
CLS007860	Q88ZZ2
CLS007860	Q8D3Z9
CLS007861	Q891T8
CLS007862	Q895G2
CLS007862	Q97I09
CLS007863	Q895H3
CLS007864	Q895I8
CLS007864	Q97I41
CLS007865	Q895J8
CLS007866	Q55729
CLS007866	Q899D9
CLS007866	Q8RDD1
CLS007866	Q9F2I9
CLS007867	Q89A21
CLS007868	Q89A38
CLS007869	Q89AC9
CLS007870	Q81ZS7
CLS007870	Q89AD4
CLS007870	Q8K9E1
CLS007871	Q7UUZ7
CLS007871	Q89AF2
CLS007871	Q8K9G8
CLS007872	Q89AG3
CLS007873	Q89AI1
CLS007874	Q89AJ7
CLS007875	Q89AN8
CLS007876	Q89AR2
CLS007877	Q89AS4
CLS007877	Q8K9W3
CLS007878	Q89AS7
CLS007879	Q89AY7
CLS007880	Q89BU5
CLS007881	Q2KDI7
CLS007881	Q3J5E0
CLS007881	Q89DD2
CLS007881	Q8UIM4
CLS007881	Q8YCK1
CLS007881	Q92SR7
CLS007881	Q987V3
CLS007881	Q9FDL4
CLS007882	Q1GQJ3
CLS007882	Q1QJD3
CLS007882	Q2RST7
CLS007882	Q89FP0
CLS007883	Q89FV8
CLS007884	Q89H53
CLS007885	Q89KV2
CLS007886	Q2IU52
CLS007886	Q57FU7
CLS007886	Q6N8V0
CLS007886	Q89QU8
CLS007886	Q8YEK2
CLS007887	Q89WR2
CLS007887	Q8U526
CLS007887	Q92L89
CLS007888	Q89YN0
CLS007889	Q89YS5
CLS007890	Q7M9X4
CLS007890	Q7VJY3
CLS007890	Q89YY3
CLS007890	Q8XKG8
CLS007890	Q9PI02
CLS007891	Q89ZI2
CLS007892	Q89ZX0
CLS007893	Q5LH50
CLS007893	Q8A0F6
CLS007894	Q8A1G1
CLS007895	Q8A1G3
CLS007896	Q8A2I1
CLS007897	Q5L7B4
CLS007897	Q7MW49
CLS007897	Q8A329
CLS007898	Q64N34
CLS007898	Q8A4T0
CLS007898	Q8KG23
CLS007899	Q8A6L0
CLS007900	Q8A7T2
CLS007901	Q8A9B8
CLS007902	Q8AAW1
CLS007903	Q29BT3
CLS007903	Q8AVG9
CLS007903	Q9VE09
CLS007904	Q61010
CLS007904	Q8AW93
CLS007905	Q5U4X5
CLS007905	Q8AWF5
CLS007906	Q28317
CLS007906	Q8AXC6
CLS007906	Q8JFR5
CLS007906	Q91909
CLS007907	Q6QNF3
CLS007907	Q8AXC7
CLS007908	Q8AXF4
CLS007909	Q8AXM9
CLS007910	Q4JIM5
CLS007910	Q61006
CLS007910	Q8AXY6
CLS007911	Q8AXZ4
CLS007912	Q8AYC2
CLS007912	Q8K4J6
CLS007913	Q8AYD0
CLS007914	Q8AYI2
CLS007915	Q63802
CLS007915	Q8AYK6
CLS007915	Q8QGV2
CLS007916	Q8AYS7
CLS007917	Q8BFU3
CLS007918	Q8BFW4
CLS007919	Q8BFX3
CLS007919	Q9Y597
CLS007920	Q5T4D3
CLS007920	Q8BG19
CLS007921	Q8BG40
CLS007922	Q8BG87
CLS007923	Q8BGA3
CLS007924	Q8BGB2
CLS007925	Q3B8Q3
CLS007925	Q6DFK0
CLS007925	Q8BGD6
CLS007926	Q504Q3
CLS007926	Q8BGF7
CLS007927	Q8BGI4
CLS007927	Q8HYW0
CLS007928	Q5FVG2
CLS007928	Q8BGS1
CLS007929	Q4KLI1
CLS007929	Q8BGS3
CLS007930	Q6GM82
CLS007930	Q8BGT5
CLS007931	Q8BGV5
CLS007932	Q8BGW0
CLS007932	Q8N1K5
CLS007933	Q8BGX0
CLS007934	Q53HC5
CLS007934	Q8BGY4
CLS007935	Q8BH01
CLS007936	Q32MQ0
CLS007936	Q8BH05
CLS007937	Q8BH06
CLS007937	Q8NFR9
CLS007938	Q8BH35
CLS007939	Q8BH61
CLS007940	Q8BH74
CLS007941	Q8BHD4
CLS007942	Q8BHI4
CLS007943	Q4KMP7
CLS007943	Q8BHL3
CLS007944	Q8BHN1
CLS007945	Q86Y26
CLS007945	Q8BHP2
CLS007946	Q68BL8
CLS007946	Q8BHP7
CLS007947	Q8BHR2
CLS007948	Q8BHS8
CLS007949	Q4R736
CLS007949	Q68A65
CLS007949	Q8BHW6
CLS007950	Q8BHY3
CLS007951	Q8BHZ4
CLS007951	Q92610
CLS007952	Q8BI21
CLS007953	Q8BI29
CLS007954	Q8BI41
CLS007955	Q8BI67
CLS007956	Q5JRA6
CLS007956	Q8BI84
CLS007957	Q8BIJ7
CLS007958	Q7RTY8
CLS007958	Q8BIK6
CLS007959	Q8BIL5
CLS007959	Q9UJC3
CLS007960	Q2TB18
CLS007960	Q8BIR2
CLS007961	Q8BIW9
CLS007961	Q8WVB6
CLS007962	Q8BIY3
CLS007963	Q66HC5
CLS007963	Q7ZX96
CLS007963	Q8BJ71
CLS007964	Q8BJI4
CLS007965	Q8BJL1
CLS007966	Q7Z5L2
CLS007966	Q8BJM3
CLS007967	Q8BJS7
CLS007968	Q8BJS8
CLS007968	Q96DY7
CLS007969	Q8BJT9
CLS007969	Q9BV94
CLS007970	Q3MHH2
CLS007970	Q6INI5
CLS007970	Q8BJW5
CLS007970	Q9H8H0
CLS007971	Q4QRJ7
CLS007971	Q7ZY11
CLS007971	Q8BJW6
CLS007971	Q9BY44
CLS007972	Q8BK67
CLS007973	Q8BIV3
CLS007973	Q8BKC5
CLS007974	Q8BKF1
CLS007975	Q5ZJK1
CLS007975	Q68FX7
CLS007975	Q8BKT7
CLS007976	Q8BKU8
CLS007976	Q96K49
CLS007977	Q8BKV1
CLS007978	Q8BKW4
CLS007978	Q9H5U6
CLS007979	Q5EAD0
CLS007979	Q8BKX1
